reporter_iso,reporter_name,partner_iso,partner_name,section_code,section_name,imp_rank_seccode_5yr,imp_rank_seccode_5yr,imp_sum_seccode_5yr,exp_sum_seccode_5yr
mdv,Maldives,rus,Russian Federation,02,Vegetable products,134,125,16956,0
mdv,Maldives,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",118,127,196468,0
mdv,Maldives,rus,Russian Federation,11,Textile and textile articles,93,124,128042,0
mdv,Maldives,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",79,101,14674,9
mdv,Maldives,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",103,103,118102,0
mdv,Maldives,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",135,111,9661,39
mdv,Maldives,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",130,111,14379,0
mdv,Maldives,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",110,105,156459,0
mdv,Maldives,rus,Russian Federation,20,Miscellaneous manufactured articles,87,112,138304,0
mdv,Maldives,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",118,102,261,38
mli,Mali,rus,Russian Federation,06,Product of the chemicals or allied industries,74,84,131601512,1278343
mli,Mali,rus,Russian Federation,02,Vegetable products,67,112,94705784,172454
mli,Mali,rus,Russian Federation,15,Base metals and articles of base metal,101,114,11509913,0
mli,Mali,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",79,78,5409616,516158
mli,Mali,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",104,97,2301304,150904
mli,Mali,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",128,114,82773,0
mli,Mali,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",121,111,53903,0
mli,Mali,rus,Russian Federation,20,Miscellaneous manufactured articles,118,112,12843,0
mli,Mali,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",121,103,11044,0
mli,Mali,rus,Russian Federation,11,Textile and textile articles,121,99,13757,20693
mli,Mali,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",136,105,2394,0
mli,Mali,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",121,116,337973,0
mli,Mali,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",94,90,118,0
mli,Mali,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",143,127,17550,0
mli,Mali,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",89,102,6303,0
mli,Mali,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",122,104,58,0
mli,Mali,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,110,66,0,27466
mlt,Malta,rus,Russian Federation,05,Mineral products,58,90,897130798,16670
mlt,Malta,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",42,53,11259607,9918732
mlt,Malta,rus,Russian Federation,02,Vegetable products,109,125,3791344,0
mlt,Malta,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",100,62,3103761,253198
mlt,Malta,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",107,76,2153115,2259777
mlt,Malta,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",119,84,212590,178568
mlt,Malta,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",94,94,846312,891
mlt,Malta,rus,Russian Federation,06,Product of the chemicals or allied industries,125,82,1941487,1445060
mlt,Malta,rus,Russian Federation,20,Miscellaneous manufactured articles,82,78,209058,67601
mlt,Malta,rus,Russian Federation,15,Base metals and articles of base metal,116,94,1510296,38133
mlt,Malta,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",49,80,37393,451
mlt,Malta,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",117,77,233044,467349
mlt,Malta,rus,Russian Federation,11,Textile and textile articles,88,73,171524,1605355
mlt,Malta,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",81,50,2238,153124
mlt,Malta,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",87,78,4312,19537
mlt,Malta,rus,Russian Federation,01,Live animals and animal products,49,103,13299973,2266
mlt,Malta,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",116,84,18711,11641
mlt,Malta,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",126,119,107646,6813
mlt,Malta,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",76,67,16887,92397
mlt,Malta,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",82,36,1776,0
mlt,Malta,rus,Russian Federation,99,NA,96,77,15668,33652
mrt,Mauritania,rus,Russian Federation,02,Vegetable products,59,125,126839315,0
mrt,Mauritania,rus,Russian Federation,06,Product of the chemicals or allied industries,115,113,12192512,0
mrt,Mauritania,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",101,116,3005212,0
mrt,Mauritania,rus,Russian Federation,05,Mineral products,70,66,401301512,700237
mrt,Mauritania,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",146,125,7066,0
mrt,Mauritania,rus,Russian Federation,01,Live animals and animal products,131,12,0,488395416
mrt,Mauritania,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",138,75,32361,9877470
mrt,Mauritania,rus,Russian Federation,99,NA,117,21,0,70019834
mus,Mauritius,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",32,64,18455186,8830
mus,Mauritius,rus,Russian Federation,05,Mineral products,108,113,7546654,0
mus,Mauritius,rus,Russian Federation,02,Vegetable products,119,119,909363,4203
mus,Mauritius,rus,Russian Federation,15,Base metals and articles of base metal,108,114,4358033,0
mus,Mauritius,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",102,88,119430,3193
mus,Mauritius,rus,Russian Federation,06,Product of the chemicals or allied industries,128,113,835336,0
mus,Mauritius,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",109,77,498517,8518608
mus,Mauritius,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",127,116,388522,2436
mus,Mauritius,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",116,85,75175,100826
mus,Mauritius,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",121,88,183491,48585
mus,Mauritius,rus,Russian Federation,01,Live animals and animal products,93,66,380635,2915578
mus,Mauritius,rus,Russian Federation,20,Miscellaneous manufactured articles,106,98,44169,1306
mus,Mauritius,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",139,92,23766,59259
mus,Mauritius,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",128,99,208908,643
mus,Mauritius,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",110,98,598,119
mus,Mauritius,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",61,51,18521,18698
mus,Mauritius,rus,Russian Federation,11,Textile and textile articles,115,94,22534,40084
mus,Mauritius,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",108,68,250224,45730
mex,Mexico,rus,Russian Federation,99,NA,5,7,3254919443,898989173
mex,Mexico,rus,Russian Federation,06,Product of the chemicals or allied industries,14,81,1609622267,2521554
mex,Mexico,rus,Russian Federation,15,Base metals and articles of base metal,33,56,1332461363,24630155
mex,Mexico,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",29,72,190284872,1483022
mex,Mexico,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",28,73,103086878,47758
mex,Mexico,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",67,29,10477768,343122537
mex,Mexico,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",57,47,44896107,163980082
mex,Mexico,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",56,105,31503660,0
mex,Mexico,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",64,58,4619195,4798009
mex,Mexico,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",74,68,5080477,20335229
mex,Mexico,rus,Russian Federation,20,Miscellaneous manufactured articles,26,49,27150830,10535299
mex,Mexico,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",75,103,1144433,0
mex,Mexico,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",59,90,26235,0
mex,Mexico,rus,Russian Federation,11,Textile and textile articles,91,124,131863,0
mex,Mexico,rus,Russian Federation,02,Vegetable products,38,60,268453564,46511333
mng,Mongolia,rus,Russian Federation,05,Mineral products,33,15,4384135050,270418173
mng,Mongolia,rus,Russian Federation,02,Vegetable products,50,105,193611592,508417
mng,Mongolia,rus,Russian Federation,06,Product of the chemicals or allied industries,46,99,437622007,43858
mng,Mongolia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",13,81,514096378,4081522
mng,Mongolia,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,22,86,102292216,0
mng,Mongolia,rus,Russian Federation,15,Base metals and articles of base metal,57,82,375503086,314020
mng,Mongolia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",18,80,114806911,28363
mng,Mongolia,rus,Russian Federation,01,Live animals and animal products,24,48,83068193,20060729
mng,Mongolia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",24,70,321950629,4442816
mng,Mongolia,rus,Russian Federation,20,Miscellaneous manufactured articles,34,68,18738240,465314
mng,Mongolia,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",60,75,33147053,41221
mng,Mongolia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",18,76,236819913,898289
mng,Mongolia,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",55,85,46812231,110868
mng,Mongolia,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",57,70,29509213,42027
mng,Mongolia,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",20,70,6067267,75403
mng,Mongolia,rus,Russian Federation,11,Textile and textile articles,40,56,8204149,18372680
mng,Mongolia,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",12,56,4347474,1019109
mng,Mongolia,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",51,65,8518824,1303235
mng,Mongolia,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",30,36,953665,0
mng,Mongolia,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",50,84,432423,37
mng,Mongolia,rus,Russian Federation,99,NA,109,98,2688,0
mng,Mongolia,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",68,61,7404,7552
mne,Montenegro,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",63,89,11626399,1946840
mne,Montenegro,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",83,96,7968991,177399
mne,Montenegro,rus,Russian Federation,02,Vegetable products,123,115,690732,89501
mne,Montenegro,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",81,104,5291915,7
mne,Montenegro,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",63,46,2324985,7647094
mne,Montenegro,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",83,107,2724657,103
mne,Montenegro,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",119,67,449334,159061
mne,Montenegro,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",102,83,1507464,207377
mne,Montenegro,rus,Russian Federation,05,Mineral products,112,103,4464059,347
mne,Montenegro,rus,Russian Federation,06,Product of the chemicals or allied industries,126,113,1825925,0
mne,Montenegro,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",55,36,89052,0
mne,Montenegro,rus,Russian Federation,15,Base metals and articles of base metal,117,109,1008190,324
mne,Montenegro,rus,Russian Federation,20,Miscellaneous manufactured articles,68,85,793145,22313
mne,Montenegro,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",92,69,449505,726816
mne,Montenegro,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",72,83,24865,9468
mne,Montenegro,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,90,86,37553,0
mne,Montenegro,rus,Russian Federation,11,Textile and textile articles,92,91,129569,82567
mne,Montenegro,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",84,89,927,0
mne,Montenegro,rus,Russian Federation,01,Live animals and animal products,121,104,2134,1246
mne,Montenegro,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",92,76,3048,20840
mar,Morocco,rus,Russian Federation,05,Mineral products,34,56,4268576468,4030291
mar,Morocco,rus,Russian Federation,02,Vegetable products,21,15,480227696,970263850
mar,Morocco,rus,Russian Federation,15,Base metals and articles of base metal,52,62,483033552,16536544
mar,Morocco,rus,Russian Federation,06,Product of the chemicals or allied industries,21,70,1127208363,9074766
mar,Morocco,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",28,61,198037917,35227655
mar,Morocco,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,30,45,35567226,645365
mar,Morocco,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",72,80,8577521,9453
mar,Morocco,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",71,73,13055819,3687716
mar,Morocco,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",63,81,27868574,17772
mar,Morocco,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",57,67,41038894,2750451
mar,Morocco,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",78,51,854579,3197029
mar,Morocco,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",69,95,2777855,7326
mar,Morocco,rus,Russian Federation,20,Miscellaneous manufactured articles,59,72,1609204,227232
mar,Morocco,rus,Russian Federation,11,Textile and textile articles,43,71,7239139,1909688
mar,Morocco,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",85,42,3788224,55141372
mar,Morocco,rus,Russian Federation,01,Live animals and animal products,75,31,1167248,71495834
mar,Morocco,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",22,36,1846166,0
mar,Morocco,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",65,77,46827,1247
mar,Morocco,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",106,73,1347,45218
mar,Morocco,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",76,75,16730,30680
mmr,Myanmar,rus,Russian Federation,02,Vegetable products,105,67,11254786,27630794
mmr,Myanmar,rus,Russian Federation,05,Mineral products,91,113,54777671,0
mmr,Myanmar,rus,Russian Federation,06,Product of the chemicals or allied industries,93,83,48778144,1350029
mmr,Myanmar,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",62,82,2337691,13150
mmr,Myanmar,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",89,101,2655244,316372
mmr,Myanmar,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",102,89,2462210,572038
mmr,Myanmar,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,49,86,5341639,0
mmr,Myanmar,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",103,100,2691765,330
mmr,Myanmar,rus,Russian Federation,15,Base metals and articles of base metal,122,96,622690,16810
mmr,Myanmar,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",95,113,2593233,0
mmr,Myanmar,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",89,86,2138063,101864
mmr,Myanmar,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",97,87,330114,90956
mmr,Myanmar,rus,Russian Federation,11,Textile and textile articles,113,48,23376,53447645
mmr,Myanmar,rus,Russian Federation,99,NA,114,78,654,30485
mmr,Myanmar,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",65,41,36636,2574111
mmr,Myanmar,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",98,71,0,4225
mmr,Myanmar,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",130,33,14,18110822
nam,Namibia,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",5,36,25235162,0
nam,Namibia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",94,125,4894158,0
nam,Namibia,rus,Russian Federation,06,Product of the chemicals or allied industries,111,95,15835163,91400
nam,Namibia,rus,Russian Federation,02,Vegetable products,75,100,58375523,1416077
nam,Namibia,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",72,99,1990179,2889
nam,Namibia,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",43,89,2149024,0
nam,Namibia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",104,113,1190940,0
nam,Namibia,rus,Russian Federation,11,Textile and textile articles,97,109,96843,2243
nam,Namibia,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",132,76,9910,18607
nam,Namibia,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",124,97,146039,8532
nam,Namibia,rus,Russian Federation,15,Base metals and articles of base metal,134,99,114043,6990
nam,Namibia,rus,Russian Federation,20,Miscellaneous manufactured articles,109,97,34411,2036
nam,Namibia,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",99,85,3174444,5288
nam,Namibia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",115,99,378021,384327
nam,Namibia,rus,Russian Federation,01,Live animals and animal products,61,71,5800076,1067078
nam,Namibia,rus,Russian Federation,05,Mineral products,100,65,16910412,954764
nam,Namibia,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,71,82,404527,322
nam,Namibia,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",124,83,243,2589
nam,Namibia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",135,79,1282,28443
nam,Namibia,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",112,68,546,86290
nam,Namibia,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",72,26,4118,700414
nam,Namibia,rus,Russian Federation,99,NA,85,49,73067,915529
npl,Nepal,rus,Russian Federation,02,Vegetable products,84,97,34933698,2554272
npl,Nepal,rus,Russian Federation,15,Base metals and articles of base metal,121,95,685173,27669
npl,Nepal,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,37,86,19252101,0
npl,Nepal,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",109,125,1928958,0
npl,Nepal,rus,Russian Federation,20,Miscellaneous manufactured articles,95,87,90794,19850
npl,Nepal,rus,Russian Federation,06,Product of the chemicals or allied industries,122,92,3268668,121898
npl,Nepal,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",100,111,1918561,526
npl,Nepal,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",95,115,2133866,16091
npl,Nepal,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",119,89,56968,63891
npl,Nepal,rus,Russian Federation,05,Mineral products,120,113,2774505,0
npl,Nepal,rus,Russian Federation,11,Textile and textile articles,117,72,20388,1749306
npl,Nepal,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",131,93,13869,893
npl,Nepal,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",123,114,164335,0
npl,Nepal,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",86,58,476,20210
npl,Nepal,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",114,75,682,32242
npl,Nepal,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",129,92,173612,1674
npl,Nepal,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",97,49,1583,872906
npl,Nepal,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",96,42,22,87963
nld,Netherlands,rus,Russian Federation,05,Mineral products,3,10,60644225627,490456939
nld,Netherlands,rus,Russian Federation,99,NA,2,6,11260931100,932798230
nld,Netherlands,rus,Russian Federation,15,Base metals and articles of base metal,11,18,5547950519,716077048
nld,Netherlands,rus,Russian Federation,02,Vegetable products,40,5,257951357,2431515513
nld,Netherlands,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",13,24,605942205,18498687
nld,Netherlands,rus,Russian Federation,01,Live animals and animal products,12,10,429163369,548857227
nld,Netherlands,rus,Russian Federation,06,Product of the chemicals or allied industries,19,6,1309239467,5604095350
